complaint_text,issue_type
Garbage dumping near Cedar Street is causing health issues,garbage
Damaged road surface on MG Road needs fixing,road_damage
Poor lighting on Oak Street at night is dangerous,streetlight
Fix water leakage issue on Park Lane immediately,water_leakage
Huge pothole near Oak Street needs urgent repair,pothole
Loud noise from construction site at Maple Avenue is disturbing,noise
Constant water leakage on Maple Avenue is wasting water,water_leakage
Broken traffic light on Birch Avenue road causing traffic jams,traffic_signal
Constant water leakage on 5th Avenue is wasting water,water_leakage
Many potholes along Birch Avenue street making it unsafe,pothole
The park near Maple Avenue is full of broken benches and trash,park_maintenance
Sewage water is leaking on Cedar Street street,sewage
Garbage piles near Park Lane are attracting rats,garbage
Overflowing garbage bins at Cedar Street need cleaning,garbage
Toilet cleanliness is poor at Birch Avenue park,sanitation
Huge pothole near Cedar Street needs urgent repair,pothole
Traffic signals on 5th Avenue are not working,traffic_signal
Sewage water stagnating on Main Street road,sewage
Traffic signals are malfunctioning at Elm Street intersection,traffic_signal
Fix water leakage issue on Main Street immediately,water_leakage
Traffic signals are malfunctioning at Park Lane intersection,traffic_signal
Garbage is not collected for weeks in Elm Street,garbage
Park maintenance is poor at Pine Road,park_maintenance
Sewage smell in the alley near MG Road is unbearable,sewage
Children cannot play at 5th Avenue park due to trash,park_maintenance
Dangerous pothole on MG Road road is causing accidents,pothole
Many potholes along Birch Avenue street making it unsafe,pothole
Road potholes and cracks on 5th Avenue,road_damage
Dangerous pothole on Pine Road road is causing accidents,pothole
Broken traffic light on Main Street road causing traffic jams,traffic_signal
Sewage water stagnating on MG Road road,sewage
Overflowing garbage bins at Park Lane need cleaning,garbage
Fix sewage leakage near 5th Avenue immediately,sewage
Sanitation problem near Elm Street market,sanitation
Garbage dumping near Pine Road is causing health issues,garbage
Loud noise from construction site at Maple Avenue is disturbing,noise
Open sewage on 5th Avenue is a health hazard,sewage
Clean the park area near MG Road,park_maintenance
Traffic signals on MG Road are not working,traffic_signal
Garbage is not collected for weeks in Pine Road,garbage
Damaged road surface on Maple Avenue needs fixing,road_damage
Repair the damaged road near Main Street,road_damage
Water leakage near Birch Avenue has damaged the street,water_leakage
Fix public sanitation issues at Park Lane,sanitation
Overflowing garbage bins at 5th Avenue need cleaning,garbage
Huge pothole near Park Lane needs urgent repair,pothole
Urgent repair needed for traffic lights at 5th Avenue,traffic_signal
Constant water leakage on Birch Avenue is wasting water,water_leakage
Please control noise at Main Street during nights,noise
Public toilet near Main Street is dirty and unusable,sanitation
Fix public sanitation issues at Maple Avenue,sanitation
Sewage smell in the alley near Cedar Street is unbearable,sewage
Road potholes and cracks on Maple Avenue,road_damage
Water is leaking from the pipe near Elm Street,water_leakage
Water is leaking from the pipe near Maple Avenue,water_leakage
Many street lights off on Elm Street road,streetlight
Toilet cleanliness is poor at Oak Street park,sanitation
Sewage smell in the alley near MG Road is unbearable,sewage
Many potholes along MG Road street making it unsafe,pothole
Park maintenance is poor at Maple Avenue,park_maintenance
Fix water leakage issue on 5th Avenue immediately,water_leakage
Huge pothole near Cedar Street needs urgent repair,pothole
Many potholes along Birch Avenue street making it unsafe,pothole
Unsafe road conditions on Elm Street street,road_damage
Toilet cleanliness is poor at Main Street park,sanitation
The park near Pine Road is full of broken benches and trash,park_maintenance
Many street lights off on Park Lane road,streetlight
Dangerous pothole on Cedar Street road is causing accidents,pothole
Constant water leakage on Park Lane is wasting water,water_leakage
Please clean garbage from Oak Street street,garbage
Children cannot play at Pine Road park due to trash,park_maintenance
Urgent repair needed for traffic lights at Cedar Street,traffic_signal
There is a large pothole on 5th Avenue causing danger,pothole
Dark street due to faulty streetlights on Park Lane,streetlight
Public toilet near Park Lane is dirty and unusable,sanitation
Park facilities at Pine Road need repair,park_maintenance
The park near Birch Avenue is full of broken benches and trash,park_maintenance
Sanitation facilities at Elm Street need improvement,sanitation
Overflowing garbage bins at Park Lane need cleaning,garbage
Open sewage on Pine Road is a health hazard,sewage
The park near Elm Street is full of broken benches and trash,park_maintenance
Garbage piles near MG Road are attracting rats,garbage
Road is cracked and unsafe on Main Street,road_damage
Traffic signal timing is wrong on Park Lane,traffic_signal
High noise levels from Maple Avenue factory,noise
Many street lights off on Main Street road,streetlight
Poor lighting on 5th Avenue at night is dangerous,streetlight
Sanitation problem near Park Lane market,sanitation
Damaged road surface on Oak Street needs fixing,road_damage
Many street lights off on Park Lane road,streetlight
Huge pothole near Cedar Street needs urgent repair,pothole
Huge pothole near Main Street needs urgent repair,pothole
Park maintenance is poor at Oak Street,park_maintenance
Overflowing garbage bins at Birch Avenue need cleaning,garbage
There is a large pothole on Elm Street causing danger,pothole
Poor lighting on Pine Road at night is dangerous,streetlight
Park maintenance is poor at Birch Avenue,park_maintenance
Park facilities at Cedar Street need repair,park_maintenance
Repair the damaged road near 5th Avenue,road_damage
Traffic signal timing is wrong on MG Road,traffic_signal
Fix sewage leakage near 5th Avenue immediately,sewage
Traffic signals are malfunctioning at Park Lane intersection,traffic_signal
Toilet cleanliness is poor at MG Road park,sanitation
Please control noise at Birch Avenue during nights,noise
Open sewage on Cedar Street is a health hazard,sewage
Sewage smell in the alley near Elm Street is unbearable,sewage
Dangerous pothole on Birch Avenue road is causing accidents,pothole
Clean the park area near 5th Avenue,park_maintenance
Please clean garbage from Elm Street street,garbage
Huge pothole near Cedar Street needs urgent repair,pothole
There is a large pothole on Oak Street causing danger,pothole
Damaged road surface on Main Street needs fixing,road_damage
The park near Birch Avenue is full of broken benches and trash,park_maintenance
Sanitation problem near 5th Avenue market,sanitation
Road potholes and cracks on Pine Road,road_damage
Road potholes and cracks on Maple Avenue,road_damage
Park maintenance is poor at Pine Road,park_maintenance
Road is cracked and unsafe on Cedar Street,road_damage
Sanitation facilities at Oak Street need improvement,sanitation
Dangerous pothole on Park Lane road is causing accidents,pothole
Garbage dumping near Park Lane is causing health issues,garbage
Toilet cleanliness is poor at Birch Avenue park,sanitation
Garbage piles near Oak Street are attracting rats,garbage
Road potholes and cracks on Pine Road,road_damage
Fix sewage leakage near Main Street immediately,sewage
Noise pollution from Cedar Street is unbearable,noise
Street lights are not working properly at Main Street,streetlight
Clean the park area near Birch Avenue,park_maintenance
Huge pothole near Birch Avenue needs urgent repair,pothole
Noise pollution from Oak Street is unbearable,noise
Huge pothole near Cedar Street needs urgent repair,pothole
Damaged road surface on Birch Avenue needs fixing,road_damage
Road is cracked and unsafe on Main Street,road_damage
Children cannot play at Oak Street park due to trash,park_maintenance
Unsafe road conditions on Oak Street street,road_damage
Children cannot play at 5th Avenue park due to trash,park_maintenance
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Fix streetlight on Oak Street quickly for safety,streetlight
The park near Pine Road is full of broken benches and trash,park_maintenance
Sanitation facilities at 5th Avenue need improvement,sanitation
Fix water leakage issue on 5th Avenue immediately,water_leakage
The park near Main Street is full of broken benches and trash,park_maintenance
Fix streetlight on Park Lane quickly for safety,streetlight
Road potholes and cracks on Pine Road,road_damage
Traffic signal timing is wrong on Cedar Street,traffic_signal
Road is cracked and unsafe on Cedar Street,road_damage
Huge pothole near Main Street needs urgent repair,pothole
There is a major water pipe leak on Oak Street,water_leakage
Sewage water is leaking on Main Street street,sewage
Fix sewage leakage near 5th Avenue immediately,sewage
Park facilities at Park Lane need repair,park_maintenance
There is a large pothole on Pine Road causing danger,pothole
Garbage is not collected for weeks in Cedar Street,garbage
Road is cracked and unsafe on 5th Avenue,road_damage
Sewage water is leaking on Park Lane street,sewage
Sewage smell in the alley near Pine Road is unbearable,sewage
There is a large pothole on Cedar Street causing danger,pothole
Road is cracked and unsafe on Maple Avenue,road_damage
Sewage water is leaking on Pine Road street,sewage
Children cannot play at 5th Avenue park due to trash,park_maintenance
Please control noise at Elm Street during nights,noise
Garbage is not collected for weeks in 5th Avenue,garbage
Huge pothole near Main Street needs urgent repair,pothole
There is a large pothole on Oak Street causing danger,pothole
Repair the damaged road near Pine Road,road_damage
Road is cracked and unsafe on Oak Street,road_damage
Traffic signals on Pine Road are not working,traffic_signal
Water leakage near Park Lane has damaged the street,water_leakage
Fix sewage leakage near Elm Street immediately,sewage
Park facilities at Maple Avenue need repair,park_maintenance
Please clean garbage from Oak Street street,garbage
Dark street due to faulty streetlights on 5th Avenue,streetlight
Toilet cleanliness is poor at Cedar Street park,sanitation
Many potholes along Oak Street street making it unsafe,pothole
Many street lights off on Maple Avenue road,streetlight
Clean the park area near Park Lane,park_maintenance
Fix public sanitation issues at Elm Street,sanitation
Water leakage near MG Road has damaged the street,water_leakage
The park near Pine Road is full of broken benches and trash,park_maintenance
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Fix sewage leakage near Cedar Street immediately,sewage
Road potholes and cracks on Birch Avenue,road_damage
Dark street due to faulty streetlights on Oak Street,streetlight
Open sewage on Oak Street is a health hazard,sewage
Huge pothole near Elm Street needs urgent repair,pothole
Open sewage on Cedar Street is a health hazard,sewage
Noise pollution from Main Street is unbearable,noise
Street lights are not working properly at Main Street,streetlight
Please control noise at Elm Street during nights,noise
Fix water leakage issue on Main Street immediately,water_leakage
Dangerous pothole on Main Street road is causing accidents,pothole
Water is leaking from the pipe near Maple Avenue,water_leakage
Repair the damaged road near MG Road,road_damage
Traffic signals on Cedar Street are not working,traffic_signal
Constant noise near Park Lane affecting residents,noise
Road is cracked and unsafe on Oak Street,road_damage
Clean the park area near Pine Road,park_maintenance
Fix streetlight on Birch Avenue quickly for safety,streetlight
Water is leaking from the pipe near Elm Street,water_leakage
Overflowing garbage bins at Oak Street need cleaning,garbage
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Broken traffic light on Maple Avenue road causing traffic jams,traffic_signal
Poor lighting on Oak Street at night is dangerous,streetlight
Traffic signals on Oak Street are not working,traffic_signal
Damaged road surface on MG Road needs fixing,road_damage
Sewage water stagnating on Oak Street road,sewage
Dangerous pothole on 5th Avenue road is causing accidents,pothole
Garbage piles near Cedar Street are attracting rats,garbage
High noise levels from Oak Street factory,noise
High noise levels from Main Street factory,noise
Broken traffic light on Oak Street road causing traffic jams,traffic_signal
Sewage smell in the alley near 5th Avenue is unbearable,sewage
Dangerous pothole on Elm Street road is causing accidents,pothole
Park facilities at MG Road need repair,park_maintenance
Sanitation problem near Elm Street market,sanitation
Open sewage on 5th Avenue is a health hazard,sewage
Urgent repair needed for traffic lights at MG Road,traffic_signal
High noise levels from Pine Road factory,noise
Potholes are damaging vehicles on Birch Avenue,pothole
Damaged road surface on Main Street needs fixing,road_damage
Constant noise near Pine Road affecting residents,noise
Fix sewage leakage near Maple Avenue immediately,sewage
Broken traffic light on Birch Avenue road causing traffic jams,traffic_signal
Garbage piles near Cedar Street are attracting rats,garbage
Street lights are not working properly at 5th Avenue,streetlight
Sanitation problem near Cedar Street market,sanitation
Urgent repair needed for traffic lights at MG Road,traffic_signal
Garbage dumping near Main Street is causing health issues,garbage
Dangerous pothole on Park Lane road is causing accidents,pothole
Sewage water is leaking on Cedar Street street,sewage
Water leakage near Elm Street has damaged the street,water_leakage
Open sewage on Pine Road is a health hazard,sewage
Urgent repair needed for traffic lights at MG Road,traffic_signal
Traffic signals are malfunctioning at Main Street intersection,traffic_signal
Sewage water stagnating on Cedar Street road,sewage
Constant water leakage on Main Street is wasting water,water_leakage
Public toilet near Main Street is dirty and unusable,sanitation
Sanitation problem near Cedar Street market,sanitation
Constant noise near Birch Avenue affecting residents,noise
Fix sewage leakage near Maple Avenue immediately,sewage
Broken traffic light on Birch Avenue road causing traffic jams,traffic_signal
Open sewage on Oak Street is a health hazard,sewage
There is a major water pipe leak on Birch Avenue,water_leakage
Please clean garbage from Cedar Street street,garbage
Garbage is not collected for weeks in Oak Street,garbage
Fix public sanitation issues at Park Lane,sanitation
Sanitation problem near Cedar Street market,sanitation
The park near 5th Avenue is full of broken benches and trash,park_maintenance
Poor lighting on 5th Avenue at night is dangerous,streetlight
Sewage water stagnating on Main Street road,sewage
Sanitation problem near Birch Avenue market,sanitation
Traffic signal timing is wrong on MG Road,traffic_signal
Water leakage near Cedar Street has damaged the street,water_leakage
Public toilet near 5th Avenue is dirty and unusable,sanitation
Garbage dumping near Maple Avenue is causing health issues,garbage
Constant water leakage on Cedar Street is wasting water,water_leakage
Fix public sanitation issues at Birch Avenue,sanitation
High noise levels from Cedar Street factory,noise
Many street lights off on Main Street road,streetlight
Sanitation facilities at 5th Avenue need improvement,sanitation
Traffic signals are malfunctioning at Elm Street intersection,traffic_signal
Road potholes and cracks on Oak Street,road_damage
Fix water leakage issue on Maple Avenue immediately,water_leakage
Toilet cleanliness is poor at 5th Avenue park,sanitation
Broken traffic light on 5th Avenue road causing traffic jams,traffic_signal
Water is leaking from the pipe near 5th Avenue,water_leakage
Park facilities at Birch Avenue need repair,park_maintenance
Many street lights off on Oak Street road,streetlight
Repair the damaged road near MG Road,road_damage
Sewage water stagnating on 5th Avenue road,sewage
Park facilities at Maple Avenue need repair,park_maintenance
Fix water leakage issue on 5th Avenue immediately,water_leakage
Potholes are damaging vehicles on Cedar Street,pothole
Fix public sanitation issues at Main Street,sanitation
Garbage is not collected for weeks in Maple Avenue,garbage
Sanitation problem near Birch Avenue market,sanitation
Water leakage near Park Lane has damaged the street,water_leakage
Traffic signal timing is wrong on Birch Avenue,traffic_signal
Children cannot play at Maple Avenue park due to trash,park_maintenance
Sanitation facilities at Oak Street need improvement,sanitation
Urgent repair needed for traffic lights at Birch Avenue,traffic_signal
Loud noise from construction site at Park Lane is disturbing,noise
Road is cracked and unsafe on Birch Avenue,road_damage
Water is leaking from the pipe near Pine Road,water_leakage
Potholes are damaging vehicles on Cedar Street,pothole
Please control noise at 5th Avenue during nights,noise
Constant noise near Oak Street affecting residents,noise
Water leakage near Main Street has damaged the street,water_leakage
Constant water leakage on MG Road is wasting water,water_leakage
Sanitation problem near Oak Street market,sanitation
Water leakage near Oak Street has damaged the street,water_leakage
Open sewage on Maple Avenue is a health hazard,sewage
There is a large pothole on Maple Avenue causing danger,pothole
Dangerous pothole on Oak Street road is causing accidents,pothole
Dark street due to faulty streetlights on MG Road,streetlight
Dangerous pothole on Pine Road road is causing accidents,pothole
Open sewage on MG Road is a health hazard,sewage
Road potholes and cracks on MG Road,road_damage
Toilet cleanliness is poor at MG Road park,sanitation
Please clean garbage from Pine Road street,garbage
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Overflowing garbage bins at MG Road need cleaning,garbage
Toilet cleanliness is poor at Park Lane park,sanitation
Road potholes and cracks on Birch Avenue,road_damage
Broken traffic light on Oak Street road causing traffic jams,traffic_signal
Garbage is not collected for weeks in Maple Avenue,garbage
Unsafe road conditions on Maple Avenue street,road_damage
Sanitation facilities at Oak Street need improvement,sanitation
Park maintenance is poor at Birch Avenue,park_maintenance
Sanitation problem near Pine Road market,sanitation
Repair the damaged road near Cedar Street,road_damage
Traffic signal timing is wrong on Main Street,traffic_signal
Broken traffic light on MG Road road causing traffic jams,traffic_signal
Sanitation problem near Elm Street market,sanitation
Broken traffic light on MG Road road causing traffic jams,traffic_signal
There is a large pothole on Pine Road causing danger,pothole
Fix streetlight on Elm Street quickly for safety,streetlight
Constant noise near Pine Road affecting residents,noise
Loud noise from construction site at Birch Avenue is disturbing,noise
Loud noise from construction site at 5th Avenue is disturbing,noise
Street lights are not working properly at Birch Avenue,streetlight
Toilet cleanliness is poor at Maple Avenue park,sanitation
Huge pothole near Oak Street needs urgent repair,pothole
Fix water leakage issue on 5th Avenue immediately,water_leakage
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Sanitation problem near Park Lane market,sanitation
Traffic signal timing is wrong on Main Street,traffic_signal
Garbage is not collected for weeks in Birch Avenue,garbage
Repair the damaged road near Park Lane,road_damage
Park facilities at 5th Avenue need repair,park_maintenance
Public toilet near Elm Street is dirty and unusable,sanitation
Please control noise at Maple Avenue during nights,noise
Traffic signals are malfunctioning at MG Road intersection,traffic_signal
Please control noise at Park Lane during nights,noise
Fix streetlight on Cedar Street quickly for safety,streetlight
Garbage dumping near Park Lane is causing health issues,garbage
Water leakage near Main Street has damaged the street,water_leakage
Water leakage near Main Street has damaged the street,water_leakage
Park facilities at Elm Street need repair,park_maintenance
Clean the park area near Park Lane,park_maintenance
Potholes are damaging vehicles on Elm Street,pothole
Sewage water stagnating on Pine Road road,sewage
Broken traffic light on Maple Avenue road causing traffic jams,traffic_signal
Many street lights off on Cedar Street road,streetlight
Children cannot play at Maple Avenue park due to trash,park_maintenance
Fix public sanitation issues at MG Road,sanitation
There is a major water pipe leak on 5th Avenue,water_leakage
Street lights are not working properly at Main Street,streetlight
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Loud noise from construction site at Elm Street is disturbing,noise
Garbage piles near Cedar Street are attracting rats,garbage
There is a major water pipe leak on Maple Avenue,water_leakage
Open sewage on Cedar Street is a health hazard,sewage
There is a large pothole on Pine Road causing danger,pothole
Broken traffic light on Main Street road causing traffic jams,traffic_signal
Traffic signals on Oak Street are not working,traffic_signal
Garbage is not collected for weeks in Park Lane,garbage
Sewage water is leaking on Maple Avenue street,sewage
Water is leaking from the pipe near 5th Avenue,water_leakage
Sanitation facilities at Park Lane need improvement,sanitation
Traffic signals on Maple Avenue are not working,traffic_signal
Broken traffic light on Birch Avenue road causing traffic jams,traffic_signal
Traffic signal timing is wrong on Birch Avenue,traffic_signal
Potholes are damaging vehicles on Birch Avenue,pothole
Toilet cleanliness is poor at Pine Road park,sanitation
Huge pothole near Cedar Street needs urgent repair,pothole
Road potholes and cracks on Cedar Street,road_damage
High noise levels from Birch Avenue factory,noise
Open sewage on Cedar Street is a health hazard,sewage
Loud noise from construction site at Main Street is disturbing,noise
Traffic signal timing is wrong on Elm Street,traffic_signal
Water leakage near Maple Avenue has damaged the street,water_leakage
Constant water leakage on MG Road is wasting water,water_leakage
Damaged road surface on 5th Avenue needs fixing,road_damage
Road is cracked and unsafe on Cedar Street,road_damage
Noise pollution from Main Street is unbearable,noise
Water is leaking from the pipe near Oak Street,water_leakage
Traffic signals on 5th Avenue are not working,traffic_signal
Poor lighting on Park Lane at night is dangerous,streetlight
Sanitation facilities at Main Street need improvement,sanitation
Dangerous pothole on Park Lane road is causing accidents,pothole
Sewage smell in the alley near Elm Street is unbearable,sewage
Garbage piles near MG Road are attracting rats,garbage
Street lights are not working properly at Maple Avenue,streetlight
Garbage is not collected for weeks in Main Street,garbage
Fix sewage leakage near Birch Avenue immediately,sewage
There is a large pothole on Cedar Street causing danger,pothole
Clean the park area near Birch Avenue,park_maintenance
Potholes are damaging vehicles on Cedar Street,pothole
Fix water leakage issue on Oak Street immediately,water_leakage
Traffic signals are malfunctioning at Cedar Street intersection,traffic_signal
Please clean garbage from Park Lane street,garbage
Constant water leakage on Elm Street is wasting water,water_leakage
There is a major water pipe leak on Main Street,water_leakage
Public toilet near Maple Avenue is dirty and unusable,sanitation
Please clean garbage from Pine Road street,garbage
Park maintenance is poor at Birch Avenue,park_maintenance
Noise pollution from Birch Avenue is unbearable,noise
Fix sewage leakage near 5th Avenue immediately,sewage
Fix water leakage issue on Pine Road immediately,water_leakage
Overflowing garbage bins at Pine Road need cleaning,garbage
Potholes are damaging vehicles on Maple Avenue,pothole
Potholes are damaging vehicles on Elm Street,pothole
Please control noise at Elm Street during nights,noise
Toilet cleanliness is poor at Elm Street park,sanitation
Dark street due to faulty streetlights on MG Road,streetlight
The park near MG Road is full of broken benches and trash,park_maintenance
Sanitation facilities at Oak Street need improvement,sanitation
Please clean garbage from Main Street street,garbage
Poor lighting on 5th Avenue at night is dangerous,streetlight
Potholes are damaging vehicles on Pine Road,pothole
Toilet cleanliness is poor at Elm Street park,sanitation
Damaged road surface on Cedar Street needs fixing,road_damage
Road potholes and cracks on Cedar Street,road_damage
Constant water leakage on Birch Avenue is wasting water,water_leakage
Water leakage near Oak Street has damaged the street,water_leakage
Fix public sanitation issues at MG Road,sanitation
There is a major water pipe leak on Maple Avenue,water_leakage
Sewage water is leaking on Maple Avenue street,sewage
Children cannot play at Maple Avenue park due to trash,park_maintenance
High noise levels from Main Street factory,noise
Sanitation problem near Birch Avenue market,sanitation
Sanitation problem near Maple Avenue market,sanitation
Repair the damaged road near Elm Street,road_damage
Toilet cleanliness is poor at Pine Road park,sanitation
There is a large pothole on Park Lane causing danger,pothole
Park facilities at Oak Street need repair,park_maintenance
Repair the damaged road near 5th Avenue,road_damage
Sanitation problem near Oak Street market,sanitation
Fix water leakage issue on Pine Road immediately,water_leakage
Constant noise near Park Lane affecting residents,noise
Toilet cleanliness is poor at Maple Avenue park,sanitation
Park facilities at MG Road need repair,park_maintenance
Constant water leakage on Park Lane is wasting water,water_leakage
Children cannot play at MG Road park due to trash,park_maintenance
Public toilet near Birch Avenue is dirty and unusable,sanitation
Noise pollution from Park Lane is unbearable,noise
Park maintenance is poor at 5th Avenue,park_maintenance
Potholes are damaging vehicles on Pine Road,pothole
Traffic signals on MG Road are not working,traffic_signal
Garbage dumping near Main Street is causing health issues,garbage
Traffic signals are malfunctioning at MG Road intersection,traffic_signal
Park facilities at Oak Street need repair,park_maintenance
Sewage water stagnating on Oak Street road,sewage
Repair the damaged road near Elm Street,road_damage
Dark street due to faulty streetlights on Oak Street,streetlight
Unsafe road conditions on 5th Avenue street,road_damage
Sewage water stagnating on Pine Road road,sewage
Broken traffic light on Elm Street road causing traffic jams,traffic_signal
Overflowing garbage bins at Cedar Street need cleaning,garbage
Fix streetlight on Park Lane quickly for safety,streetlight
Traffic signals are malfunctioning at Oak Street intersection,traffic_signal
Urgent repair needed for traffic lights at MG Road,traffic_signal
Sewage water is leaking on Elm Street street,sewage
Many street lights off on Main Street road,streetlight
Clean the park area near MG Road,park_maintenance
Traffic signals are malfunctioning at Cedar Street intersection,traffic_signal
Broken traffic light on MG Road road causing traffic jams,traffic_signal
Children cannot play at Main Street park due to trash,park_maintenance
Traffic signals on Cedar Street are not working,traffic_signal
Fix water leakage issue on Elm Street immediately,water_leakage
Urgent repair needed for traffic lights at Maple Avenue,traffic_signal
Sanitation facilities at Oak Street need improvement,sanitation
Dangerous pothole on Birch Avenue road is causing accidents,pothole
The park near Elm Street is full of broken benches and trash,park_maintenance
Sewage smell in the alley near Birch Avenue is unbearable,sewage
Children cannot play at Pine Road park due to trash,park_maintenance
Fix sewage leakage near MG Road immediately,sewage
Fix water leakage issue on Birch Avenue immediately,water_leakage
Many street lights off on Park Lane road,streetlight
Water is leaking from the pipe near Cedar Street,water_leakage
Broken traffic light on Maple Avenue road causing traffic jams,traffic_signal
Public toilet near Main Street is dirty and unusable,sanitation
Noise pollution from MG Road is unbearable,noise
Public toilet near Oak Street is dirty and unusable,sanitation
High noise levels from Main Street factory,noise
Potholes are damaging vehicles on Maple Avenue,pothole
Loud noise from construction site at Elm Street is disturbing,noise
There is a large pothole on Main Street causing danger,pothole
Water leakage near Oak Street has damaged the street,water_leakage
Traffic signals are malfunctioning at Main Street intersection,traffic_signal
Road potholes and cracks on Cedar Street,road_damage
Sanitation problem near Main Street market,sanitation
Traffic signal timing is wrong on Cedar Street,traffic_signal
Repair the damaged road near 5th Avenue,road_damage
High noise levels from 5th Avenue factory,noise
Dark street due to faulty streetlights on Park Lane,streetlight
Water leakage near Birch Avenue has damaged the street,water_leakage
Public toilet near Maple Avenue is dirty and unusable,sanitation
Sewage smell in the alley near Pine Road is unbearable,sewage
Huge pothole near Elm Street needs urgent repair,pothole
Clean the park area near Elm Street,park_maintenance
Sewage water stagnating on 5th Avenue road,sewage
Noise pollution from Pine Road is unbearable,noise
Road is cracked and unsafe on Oak Street,road_damage
Road potholes and cracks on Cedar Street,road_damage
Traffic signals on Birch Avenue are not working,traffic_signal
Fix sewage leakage near Main Street immediately,sewage
Fix sewage leakage near MG Road immediately,sewage
Fix streetlight on Birch Avenue quickly for safety,streetlight
Poor lighting on Main Street at night is dangerous,streetlight
Sewage water stagnating on Elm Street road,sewage
High noise levels from Maple Avenue factory,noise
Please control noise at Main Street during nights,noise
Fix water leakage issue on Birch Avenue immediately,water_leakage
Traffic signals on Cedar Street are not working,traffic_signal
Garbage dumping near Maple Avenue is causing health issues,garbage
Sewage water is leaking on Cedar Street street,sewage
Noise pollution from 5th Avenue is unbearable,noise
Dangerous pothole on Elm Street road is causing accidents,pothole
Fix water leakage issue on Maple Avenue immediately,water_leakage
Garbage piles near MG Road are attracting rats,garbage
Potholes are damaging vehicles on 5th Avenue,pothole
High noise levels from Main Street factory,noise
Overflowing garbage bins at Oak Street need cleaning,garbage
Sewage water is leaking on Elm Street street,sewage
Sanitation problem near Oak Street market,sanitation
Fix streetlight on 5th Avenue quickly for safety,streetlight
Broken traffic light on Park Lane road causing traffic jams,traffic_signal
Repair the damaged road near Maple Avenue,road_damage
Constant noise near Main Street affecting residents,noise
Children cannot play at Main Street park due to trash,park_maintenance
Street lights are not working properly at Park Lane,streetlight
Damaged road surface on Oak Street needs fixing,road_damage
Urgent repair needed for traffic lights at Park Lane,traffic_signal
Overflowing garbage bins at Oak Street need cleaning,garbage
Please control noise at Pine Road during nights,noise
Sewage smell in the alley near Pine Road is unbearable,sewage
Water is leaking from the pipe near Park Lane,water_leakage
Constant noise near Oak Street affecting residents,noise
Clean the park area near Elm Street,park_maintenance
Park maintenance is poor at 5th Avenue,park_maintenance
Garbage is not collected for weeks in Pine Road,garbage
Fix streetlight on Main Street quickly for safety,streetlight
High noise levels from Park Lane factory,noise
Loud noise from construction site at 5th Avenue is disturbing,noise
Constant noise near MG Road affecting residents,noise
Overflowing garbage bins at 5th Avenue need cleaning,garbage
Fix public sanitation issues at Pine Road,sanitation
Sewage water stagnating on MG Road road,sewage
Potholes are damaging vehicles on MG Road,pothole
Sewage water is leaking on Oak Street street,sewage
Please clean garbage from Birch Avenue street,garbage
Unsafe road conditions on Birch Avenue street,road_damage
Constant water leakage on Elm Street is wasting water,water_leakage
The park near Main Street is full of broken benches and trash,park_maintenance
Sanitation problem near 5th Avenue market,sanitation
Sewage water stagnating on Cedar Street road,sewage
Traffic signal timing is wrong on 5th Avenue,traffic_signal
Sewage smell in the alley near 5th Avenue is unbearable,sewage
Sanitation facilities at Oak Street need improvement,sanitation
Open sewage on Oak Street is a health hazard,sewage
Clean the park area near 5th Avenue,park_maintenance
Many potholes along Maple Avenue street making it unsafe,pothole
Dark street due to faulty streetlights on Elm Street,streetlight
Road potholes and cracks on Oak Street,road_damage
Unsafe road conditions on Elm Street street,road_damage
Road potholes and cracks on Elm Street,road_damage
Dark street due to faulty streetlights on Main Street,streetlight
Garbage is not collected for weeks in 5th Avenue,garbage
Park maintenance is poor at MG Road,park_maintenance
Urgent repair needed for traffic lights at 5th Avenue,traffic_signal
Sanitation problem near Elm Street market,sanitation
Sewage smell in the alley near MG Road is unbearable,sewage
Poor lighting on MG Road at night is dangerous,streetlight
Public toilet near 5th Avenue is dirty and unusable,sanitation
Road potholes and cracks on Maple Avenue,road_damage
Constant noise near Park Lane affecting residents,noise
Garbage dumping near Birch Avenue is causing health issues,garbage
Dangerous pothole on Main Street road is causing accidents,pothole
Street lights are not working properly at Main Street,streetlight
Children cannot play at MG Road park due to trash,park_maintenance
Loud noise from construction site at Cedar Street is disturbing,noise
Please control noise at 5th Avenue during nights,noise
Many street lights off on Park Lane road,streetlight
Huge pothole near MG Road needs urgent repair,pothole
Road potholes and cracks on Pine Road,road_damage
Noise pollution from MG Road is unbearable,noise
There is a major water pipe leak on Birch Avenue,water_leakage
Park maintenance is poor at Elm Street,park_maintenance
Noise pollution from 5th Avenue is unbearable,noise
Poor lighting on Main Street at night is dangerous,streetlight
Fix streetlight on 5th Avenue quickly for safety,streetlight
Street lights are not working properly at Oak Street,streetlight
Damaged road surface on Main Street needs fixing,road_damage
Road is cracked and unsafe on Elm Street,road_damage
Huge pothole near Oak Street needs urgent repair,pothole
